city,date,tmax,tmean,tmin,precip
重庆,2020-12-01,13.3,10.7,9.2,0.2
重庆,2020-12-02,10.8,9.8,9.2,0.7
重庆,2020-12-03,10.5,9.4,8.4,2.5
重庆,2020-12-04,10.6,8.6,7.1,0.0
重庆,2020-12-05,12.4,9.3,7.0,0.0
重庆,2020-12-06,9.7,9.0,8.0,0.6
重庆,2020-12-07,10.2,9.1,7.4,1.2
重庆,2020-12-08,13.5,10.0,7.5,0.2
重庆,2020-12-09,10.4,9.2,7.6,0.0
重庆,2020-12-10,12.9,10.0,7.4,0.0
重庆,2020-12-11,11.8,10.3,9.4,0.4
重庆,2020-12-12,11.8,10.2,8.7,0.0
重庆,2020-12-13,10.3,9.9,8.4,5.7
重庆,2020-12-14,8.6,7.5,6.1,3.7
重庆,2020-12-15,7.7,6.4,5.6,0.4
重庆,2020-12-16,9.2,7.1,5.7,0.0
重庆,2020-12-17,8.3,6.4,4.9,0.0
重庆,2020-12-18,9.5,6.4,3.7,0.0
重庆,2020-12-19,8.8,6.2,3.7,0.0
重庆,2020-12-20,9.7,5.8,1.6,0.0
重庆,2020-12-21,10.6,5.9,2.2,0.0
重庆,2020-12-22,10.1,7.0,2.9,0.0
重庆,2020-12-23,9.0,7.2,5.2,0.5
重庆,2020-12-24,9.3,6.6,3.2,0.0
重庆,2020-12-25,10.1,7.9,6.3,0.7
重庆,2020-12-26,9.8,7.6,5.7,0.2
重庆,2020-12-27,12.3,7.5,2.8,0.0
重庆,2020-12-28,9.1,8.1,7.3,1.3
重庆,2020-12-29,7.5,6.6,5.5,3.9
重庆,2020-12-30,7.4,6.1,5.1,1.8
重庆,2020-12-31,8.9,6.5,4.7,0.0
重庆,2021-01-01,9.1,6.0,2.7,0.0
重庆,2021-01-02,8.7,6.2,3.6,0.0
重庆,2021-01-03,9.2,6.9,5.0,0.4
重庆,2021-01-04,9.1,6.7,4.0,0.0
重庆,2021-01-05,10.3,7.9,6.1,0.0
重庆,2021-01-06,9.2,7.8,6.7,0.5
重庆,2021-01-07,6.3,4.6,3.3,1.9
重庆,2021-01-08,6.9,4.2,2.6,0.1
重庆,2021-01-09,6.2,4.3,2.6,0.0
重庆,2021-01-10,5.3,4.2,3.0,2.5
重庆,2021-01-11,8.3,4.5,1.0,0.7
重庆,2021-01-12,10.7,4.1,-1.8,0.0
重庆,2021-01-13,10.8,5.6,0.8,0.0
重庆,2021-01-14,12.5,6.1,1.1,0.0
重庆,2021-01-15,12.7,7.2,2.0,0.0
重庆,2021-01-16,8.8,7.8,6.6,14.1
重庆,2021-01-17,7.8,5.2,3.2,5.5
重庆,2021-01-18,10.1,3.9,-0.6,0.0
重庆,2021-01-19,10.5,4.9,-0.2,0.0
重庆,2021-01-20,9.7,7.4,6.0,0.0
重庆,2021-01-21,9.8,7.4,5.4,2.7
重庆,2021-01-22,14.2,8.3,4.3,0.0
重庆,2021-01-23,15.5,9.6,4.4,0.0
重庆,2021-01-24,11.1,10.2,9.4,3.1
重庆,2021-01-25,11.3,9.5,7.1,1.9
重庆,2021-01-26,11.5,8.8,6.6,0.3
重庆,2021-01-27,11.2,9.3,7.8,1.6
重庆,2021-01-28,14.0,9.5,5.5,0.2
重庆,2021-01-29,12.1,8.6,5.1,0.0
重庆,2021-01-30,13.4,9.8,6.9,0.0
重庆,2021-01-31,11.5,9.5,8.0,2.8
重庆,2021-02-01,14.0,9.1,5.2,0.8
重庆,2021-02-02,10.4,8.4,6.0,0.0
重庆,2021-02-03,12.6,9.2,5.1,0.1
重庆,2021-02-04,11.8,10.1,8.6,1.3
重庆,2021-02-05,13.9,10.8,8.8,0.1
重庆,2021-02-06,16.4,10.6,4.9,0.0
重庆,2021-02-07,17.0,12.9,10.4,0.0
重庆,2021-02-08,16.3,12.0,7.7,0.0
重庆,2021-02-09,16.2,11.7,7.3,0.0
重庆,2021-02-10,18.0,13.0,8.4,0.0
重庆,2021-02-11,18.4,13.5,7.8,0.1
重庆,2021-02-12,20.3,14.1,8.8,0.0
重庆,2021-02-13,13.8,11.3,8.7,2.0
重庆,2021-02-14,18.7,13.0,8.0,0.0
重庆,2021-02-15,13.9,12.5,9.3,9.4
重庆,2021-02-16,15.0,11.3,9.5,1.0
重庆,2021-02-17,17.9,11.6,6.2,0.0
重庆,2021-02-18,18.2,14.2,11.0,0.0
重庆,2021-02-19,17.8,13.1,9.4,0.0
重庆,2021-02-20,20.2,13.8,7.8,0.0
重庆,2021-02-21,21.6,15.5,8.4,0.0
重庆,2021-02-22,22.6,16.2,9.8,0.0
重庆,2021-02-23,23.9,18.2,13.5,9.9
重庆,2021-02-24,25.7,19.0,14.2,1.6
重庆,2021-02-25,18.0,14.5,10.9,22.6
重庆,2021-02-26,13.7,11.3,9.5,4.5
重庆,2021-02-27,16.8,12.5,9.7,0.1
重庆,2021-02-28,13.8,11.5,10.0,3.5
重庆,2021-03-01,14.3,10.5,7.7,1.2
重庆,2021-03-02,14.7,10.6,7.5,0.2
重庆,2021-03-03,14.8,11.1,8.3,0.4
重庆,2021-03-04,17.5,12.2,6.9,0.0
重庆,2021-03-05,17.3,13.9,11.8,0.0
重庆,2021-03-06,14.9,12.1,9.8,2.2
重庆,2021-03-07,16.2,12.6,10.1,2.3
重庆,2021-03-08,17.9,13.4,9.6,2.0
重庆,2021-03-09,17.0,14.0,11.6,0.0
重庆,2021-03-10,14.8,12.9,10.7,0.0
重庆,2021-03-11,18.7,13.6,9.0,0.2
重庆,2021-03-12,21.5,15.5,10.0,0.0
重庆,2021-03-13,23.0,17.4,13.2,0.0
重庆,2021-03-14,24.2,18.3,12.6,4.0
重庆,2021-03-15,22.3,18.7,15.9,6.3
重庆,2021-03-16,22.8,18.9,15.5,14.6
重庆,2021-03-17,23.8,18.9,15.8,16.0
重庆,2021-03-18,22.7,19.1,15.9,21.7
重庆,2021-03-19,20.4,17.7,14.6,4.5
重庆,2021-03-20,13.5,11.2,10.1,7.8
重庆,2021-03-21,10.4,9.7,9.2,12.8
重庆,2021-03-22,14.8,10.7,6.2,0.1
重庆,2021-03-23,16.4,12.4,9.5,0.0
重庆,2021-03-24,21.9,14.7,7.5,0.0
重庆,2021-03-25,21.2,17.5,14.5,0.3
重庆,2021-03-26,17.7,15.1,13.1,2.7
重庆,2021-03-27,21.4,16.2,11.4,0.0
重庆,2021-03-28,25.2,17.4,9.4,0.0
重庆,2021-03-29,25.6,20.2,15.9,0.1
重庆,2021-03-30,24.5,19.8,16.7,7.9
重庆,2021-03-31,23.9,19.2,15.1,0.8
重庆,2021-04-01,18.7,16.9,14.9,11.4
重庆,2021-04-02,18.3,15.4,13.4,3.8
重庆,2021-04-03,19.0,15.3,11.7,0.7
重庆,2021-04-04,20.1,16.4,14.2,1.3
重庆,2021-04-05,18.9,15.9,13.2,0.0
重庆,2021-04-06,16.9,14.8,12.7,4.1
重庆,2021-04-07,18.8,15.8,14.1,5.5
重庆,2021-04-08,20.9,16.7,13.3,0.8
重庆,2021-04-09,19.8,16.4,12.8,0.0
重庆,2021-04-10,19.9,15.9,13.7,3.2
重庆,2021-04-11,19.6,15.8,13.8,0.3
重庆,2021-04-12,20.8,16.8,13.9,2.4
重庆,2021-04-13,21.6,18.1,15.1,1.8
重庆,2021-04-14,20.2,17.8,15.4,2.6
重庆,2021-04-15,19.7,17.0,14.0,1.0
重庆,2021-04-16,18.3,15.6,13.6,8.1
重庆,2021-04-17,20.0,16.8,13.6,1.1
重庆,2021-04-18,19.8,16.8,15.1,1.9
重庆,2021-04-19,21.7,17.4,14.7,0.6
重庆,2021-04-20,21.6,18.1,15.9,4.6
重庆,2021-04-21,23.3,19.2,15.3,0.3
重庆,2021-04-22,26.2,20.0,13.6,0.0
重庆,2021-04-23,25.1,22.1,19.4,7.6
重庆,2021-04-24,21.8,20.2,18.9,19.4
重庆,2021-04-25,19.9,18.0,17.0,10.3
重庆,2021-04-26,22.0,18.2,15.4,2.5
重庆,2021-04-27,23.8,20.0,16.6,0.9
重庆,2021-04-28,21.2,19.2,17.6,19.8
重庆,2021-04-29,26.0,20.1,13.7,0.0
重庆,2021-04-30,28.6,22.7,15.9,0.0
重庆,2021-05-01,31.6,25.5,19.7,0.0
重庆,2021-05-02,32.3,26.4,22.6,5.7
重庆,2021-05-03,25.0,22.9,21.1,35.1
重庆,2021-05-04,24.5,21.3,19.5,4.0
重庆,2021-05-05,20.2,17.6,15.6,25.4
重庆,2021-05-06,21.1,18.0,16.4,12.5
重庆,2021-05-07,22.0,19.1,16.9,0.6
重庆,2021-05-08,26.1,21.4,15.1,0.0
重庆,2021-05-09,30.7,23.9,17.1,0.0
重庆,2021-05-10,26.2,23.0,20.6,40.4
重庆,2021-05-11,25.3,21.9,19.7,4.6
重庆,2021-05-12,27.0,22.7,18.1,0.3
重庆,2021-05-13,26.5,23.2,21.1,28.3
重庆,2021-05-14,29.6,24.9,21.0,4.9
重庆,2021-05-15,25.9,23.2,20.6,10.1
重庆,2021-05-16,24.7,21.1,17.0,4.7
重庆,2021-05-17,24.6,21.3,17.9,0.7
重庆,2021-05-18,25.7,21.7,19.2,5.7
重庆,2021-05-19,25.2,21.9,19.7,6.9
重庆,2021-05-20,24.5,22.1,20.0,0.1
重庆,2021-05-21,25.6,23.0,21.0,0.5
重庆,2021-05-22,26.0,22.7,20.0,0.7
重庆,2021-05-23,21.8,20.0,17.9,2.5
重庆,2021-05-24,22.0,19.3,17.7,2.5
重庆,2021-05-25,21.7,19.6,17.7,2.3
重庆,2021-05-26,22.5,19.9,18.3,7.8
重庆,2021-05-27,26.1,21.2,17.5,0.0
重庆,2021-05-28,25.7,22.4,20.3,0.2
重庆,2021-05-29,23.5,21.0,19.1,2.9
重庆,2021-05-30,26.3,22.5,18.7,0.1
重庆,2021-05-31,29.4,24.9,21.6,0.2
重庆,2021-06-01,30.1,25.5,20.9,0.0
重庆,2021-06-02,27.8,24.8,22.3,0.1
重庆,2021-06-03,24.3,21.4,18.5,6.4
重庆,2021-06-04,26.9,21.9,17.0,0.0
重庆,2021-06-05,29.9,23.9,16.2,0.0
重庆,2021-06-06,31.1,25.2,18.5,0.0
重庆,2021-06-07,28.4,25.1,22.1,0.2
重庆,2021-06-08,26.3,23.4,21.5,0.5
重庆,2021-06-09,22.2,21.2,20.1,4.4
重庆,2021-06-10,25.3,21.9,19.0,0.0
重庆,2021-06-11,29.1,24.6,19.6,0.2
重庆,2021-06-12,30.7,26.6,23.2,2.9
重庆,2021-06-13,35.2,29.1,23.9,0.1
重庆,2021-06-14,35.2,30.0,25.4,0.3
重庆,2021-06-15,33.0,29.6,26.1,0.4
重庆,2021-06-16,34.8,30.6,26.5,0.7
重庆,2021-06-17,29.7,25.4,21.9,3.3
重庆,2021-06-18,25.7,22.7,20.4,6.0
重庆,2021-06-19,26.1,23.3,20.4,2.3
重庆,2021-06-20,28.4,24.9,21.4,0.1
重庆,2021-06-21,28.6,25.3,22.2,0.4
重庆,2021-06-22,30.3,26.7,22.5,0.6
重庆,2021-06-23,33.5,28.8,24.5,0.0
重庆,2021-06-24,30.9,27.6,25.2,0.2
重庆,2021-06-25,29.0,26.1,23.7,0.9
重庆,2021-06-26,30.8,26.5,23.5,2.4
重庆,2021-06-27,29.0,25.8,24.4,28.2
重庆,2021-06-28,29.9,26.7,24.6,5.0
重庆,2021-06-29,29.3,26.4,24.7,7.2
重庆,2021-06-30,30.5,26.5,23.0,12.1
重庆,2021-07-01,28.7,26.2,24.2,14.4
重庆,2021-07-02,28.0,25.7,24.7,8.0
重庆,2021-07-03,29.9,26.3,23.3,1.9
重庆,2021-07-04,31.0,26.7,22.5,8.1
重庆,2021-07-05,28.9,25.5,23.3,30.3
重庆,2021-07-06,30.0,26.6,24.2,9.4
重庆,2021-07-07,31.7,27.6,24.3,15.8
重庆,2021-07-08,31.4,27.2,24.6,26.1
重庆,2021-07-09,29.6,27.0,24.9,0.7
重庆,2021-07-10,33.2,28.7,25.7,0.0
重庆,2021-07-11,28.9,26.9,25.3,5.0
重庆,2021-07-12,31.3,26.8,24.1,24.2
重庆,2021-07-13,34.5,29.7,25.2,0.1
重庆,2021-07-14,35.8,31.3,26.9,0.0
重庆,2021-07-15,35.1,30.9,28.3,0.0
重庆,2021-07-16,29.3,26.7,25.2,33.0
重庆,2021-07-17,30.1,26.9,24.6,58.8
重庆,2021-07-18,30.9,27.7,24.3,1.8
重庆,2021-07-19,29.0,26.6,24.3,7.4
重庆,2021-07-20,31.7,27.9,24.7,4.9
重庆,2021-07-21,31.9,28.3,24.9,12.7
重庆,2021-07-22,32.2,28.9,25.4,3.8
重庆,2021-07-23,33.8,29.9,25.7,1.4
重庆,2021-07-24,32.8,29.4,26.0,5.1
重庆,2021-07-25,31.7,28.2,24.2,1.1
重庆,2021-07-26,33.0,29.3,25.3,0.2
重庆,2021-07-27,31.4,28.0,24.9,6.9
重庆,2021-07-28,31.1,27.3,24.9,6.9
重庆,2021-07-29,33.4,28.9,24.4,1.6
重庆,2021-07-30,34.6,30.3,24.9,0.0
重庆,2021-07-31,34.1,29.5,25.9,0.0
重庆,2021-08-01,34.7,29.6,23.7,0.0
重庆,2021-08-02,36.4,31.6,26.8,0.0
重庆,2021-08-03,37.6,32.2,26.2,0.0
重庆,2021-08-04,36.4,32.1,27.4,0.0
重庆,2021-08-05,36.3,31.7,28.0,0.0
重庆,2021-08-06,34.8,30.6,25.8,1.4
重庆,2021-08-07,31.5,28.8,27.1,8.2
重庆,2021-08-08,29.2,27.0,25.5,31.3
重庆,2021-08-09,30.1,26.9,24.7,3.3
重庆,2021-08-10,30.5,27.5,25.4,13.1
重庆,2021-08-11,31.4,28.1,25.5,1.8
重庆,2021-08-12,30.4,27.4,25.6,26.5
重庆,2021-08-13,25.8,24.6,23.5,50.2
重庆,2021-08-14,25.9,24.1,22.9,7.4
重庆,2021-08-15,27.5,24.6,22.8,1.7
重庆,2021-08-16,31.2,27.4,23.3,1.0
重庆,2021-08-17,32.1,28.8,25.6,7.6
重庆,2021-08-18,33.0,29.0,26.2,2.4
重庆,2021-08-19,33.8,29.8,25.3,0.0
重庆,2021-08-20,33.0,29.7,26.3,0.7
重庆,2021-08-21,35.5,30.4,25.7,3.7
重庆,2021-08-22,34.0,29.8,23.4,5.0
重庆,2021-08-23,27.6,24.3,21.5,16.3
重庆,2021-08-24,30.4,26.6,23.6,0.0
重庆,2021-08-25,26.9,24.3,20.7,20.5
重庆,2021-08-26,21.6,20.6,19.9,60.1
重庆,2021-08-27,22.4,20.8,19.8,17.5
重庆,2021-08-28,22.5,21.3,20.6,31.7
重庆,2021-08-29,25.3,22.1,20.5,9.8
重庆,2021-08-30,30.5,25.2,21.2,6.9
重庆,2021-08-31,30.7,26.4,22.9,0.1
重庆,2021-09-01,30.6,26.9,23.3,1.9
重庆,2021-09-02,31.8,27.6,24.1,8.2
重庆,2021-09-03,34.4,29.5,24.8,0.0
重庆,2021-09-04,32.6,27.9,24.6,9.2
重庆,2021-09-05,30.3,26.3,23.0,1.5
重庆,2021-09-06,25.3,23.3,21.8,17.3
重庆,2021-09-07,27.8,24.2,21.8,0.1
重庆,2021-09-08,27.9,24.1,21.0,0.1
重庆,2021-09-09,28.2,24.6,22.6,2.1
重庆,2021-09-10,29.0,25.1,21.7,0.0
重庆,2021-09-11,29.7,25.8,23.5,9.7
重庆,2021-09-12,26.0,23.8,22.5,34.6
重庆,2021-09-13,29.9,25.4,21.5,0.0
重庆,2021-09-14,31.5,27.1,23.1,0.0
重庆,2021-09-15,32.2,27.6,23.6,3.5
重庆,2021-09-16,26.2,24.4,22.3,18.7
重庆,2021-09-17,26.8,23.6,21.3,43.3
重庆,2021-09-18,26.4,23.8,22.4,37.2
重庆,2021-09-19,24.3,21.6,19.8,17.4
重庆,2021-09-20,28.5,23.2,18.4,0.0
重庆,2021-09-21,30.5,24.7,19.8,0.0
重庆,2021-09-22,33.5,26.8,20.8,0.0
重庆,2021-09-23,33.0,28.4,23.5,0.0
重庆,2021-09-24,33.5,28.3,23.0,0.0
重庆,2021-09-25,33.8,29.1,24.0,0.0
重庆,2021-09-26,33.6,28.8,24.8,0.3
重庆,2021-09-27,26.4,24.2,21.7,0.0
重庆,2021-09-28,26.1,23.3,20.8,1.7
重庆,2021-09-29,28.6,23.3,18.7,0.0
重庆,2021-09-30,29.5,24.5,19.6,0.0
重庆,2021-10-01,30.6,26.1,21.8,0.0
重庆,2021-10-02,34.6,28.3,24.1,0.0
重庆,2021-10-03,34.5,29.7,25.7,0.0
重庆,2021-10-04,34.6,29.8,25.5,0.0
重庆,2021-10-05,28.5,24.6,20.5,0.0
重庆,2021-10-06,24.8,21.7,18.6,2.3
重庆,2021-10-07,20.7,19.1,17.7,7.4
重庆,2021-10-08,25.1,21.3,19.2,2.0
重庆,2021-10-09,26.2,22.1,18.3,0.1
重庆,2021-10-10,21.5,17.7,15.4,24.0
重庆,2021-10-11,17.4,15.8,14.5,5.2
重庆,2021-10-12,21.9,18.6,15.4,0.0
重庆,2021-10-13,22.5,19.1,16.1,0.1
重庆,2021-10-14,20.8,19.3,18.0,6.1
重庆,2021-10-15,17.6,16.0,14.9,6.7
重庆,2021-10-16,14.9,14.4,13.8,9.0
重庆,2021-10-17,17.5,15.1,13.7,7.4
重庆,2021-10-18,17.4,15.2,13.7,0.2
重庆,2021-10-19,16.5,15.4,14.6,5.4
重庆,2021-10-20,16.5,15.4,14.6,4.6
重庆,2021-10-21,16.7,14.9,13.5,5.2
重庆,2021-10-22,17.3,14.8,13.3,3.9
重庆,2021-10-23,19.3,14.9,9.9,0.0
重庆,2021-10-24,20.8,16.3,10.6,0.0
重庆,2021-10-25,19.6,17.5,15.7,0.3
重庆,2021-10-26,17.9,16.1,14.4,3.7
重庆,2021-10-27,19.1,16.3,14.8,0.9
重庆,2021-10-28,18.7,16.4,15.2,1.7
重庆,2021-10-29,20.0,16.7,15.1,2.2
重庆,2021-10-30,20.5,16.0,11.8,0.0
重庆,2021-10-31,18.6,16.5,14.7,3.1
重庆,2021-11-01,17.8,16.1,15.2,5.8
重庆,2021-11-02,19.7,16.6,14.9,0.7
重庆,2021-11-03,18.5,16.6,15.3,2.2
重庆,2021-11-04,20.2,17.0,14.8,1.2
重庆,2021-11-05,20.4,17.0,13.8,0.2
重庆,2021-11-06,17.8,16.0,12.3,11.1
重庆,2021-11-07,11.3,8.7,6.7,4.6
重庆,2021-11-08,12.2,8.9,6.9,0.0
重庆,2021-11-09,11.6,8.5,5.5,0.0
重庆,2021-11-10,14.7,9.5,4.9,0.0
重庆,2021-11-11,10.9,9.4,7.5,0.4
重庆,2021-11-12,13.6,10.2,8.3,1.6
重庆,2021-11-13,13.9,9.9,5.9,0.0
重庆,2021-11-14,14.9,10.4,5.8,0.0
重庆,2021-11-15,12.7,10.5,6.6,1.2
重庆,2021-11-16,11.5,10.6,9.9,5.0
重庆,2021-11-17,13.7,10.8,7.4,0.1
重庆,2021-11-18,16.5,10.5,5.9,0.0
重庆,2021-11-19,13.6,11.5,9.3,0.2
重庆,2021-11-20,13.2,12.2,11.5,2.6
重庆,2021-11-21,12.3,11.0,9.4,20.0
重庆,2021-11-22,11.9,9.9,8.1,3.0
重庆,2021-11-23,14.1,10.5,8.0,0.8
重庆,2021-11-24,14.9,10.6,6.8,0.0
重庆,2021-11-25,15.3,9.9,4.1,0.0
重庆,2021-11-26,15.9,11.2,6.7,0.0
重庆,2021-11-27,15.4,12.0,8.8,0.4
重庆,2021-11-28,15.0,12.7,10.9,0.1
重庆,2021-11-29,13.0,11.6,9.9,4.4
重庆,2021-11-30,14.3,9.2,6.1,0.0
重庆,2021-12-01,15.5,9.8,4.8,0.0
重庆,2021-12-02,15.8,10.5,6.1,0.0
重庆,2021-12-03,15.9,11.0,6.1,0.0
重庆,2021-12-04,16.7,11.9,7.1,0.0
重庆,2021-12-05,17.4,12.8,9.3,0.0
重庆,2021-12-06,17.0,11.8,8.3,0.0
重庆,2021-12-07,15.2,12.3,9.1,0.0
重庆,2021-12-08,12.4,11.4,8.9,0.1
重庆,2021-12-09,15.0,11.3,8.8,0.0
重庆,2021-12-10,12.1,11.6,10.7,1.8
重庆,2021-12-11,11.7,10.8,10.1,4.6
重庆,2021-12-12,11.6,10.0,8.8,3.2
重庆,2021-12-13,16.2,12.0,9.0,0.0
重庆,2021-12-14,14.5,12.1,10.3,0.0
重庆,2021-12-15,12.8,11.5,10.6,0.2
重庆,2021-12-16,14.0,10.8,7.4,0.4
重庆,2021-12-17,10.2,8.2,6.1,0.6
重庆,2021-12-18,9.9,8.7,7.6,2.7
重庆,2021-12-19,12.0,8.8,6.2,0.0
重庆,2021-12-20,11.7,9.4,7.0,0.0
重庆,2021-12-21,12.7,8.9,5.7,0.0
重庆,2021-12-22,13.9,8.5,3.0,0.0
重庆,2021-12-23,11.3,8.6,5.7,1.3
重庆,2021-12-24,12.9,9.7,6.9,0.0
重庆,2021-12-25,11.4,9.6,8.0,5.6
重庆,2021-12-26,7.9,5.7,4.5,8.7
重庆,2021-12-27,6.8,4.7,3.1,0.2
重庆,2021-12-28,7.8,5.2,2.9,0.0
重庆,2021-12-29,8.5,6.1,4.5,0.0
重庆,2021-12-30,9.1,6.7,3.6,0.0
重庆,2021-12-31,10.0,7.1,5.0,0.0
重庆,2022-01-01,11.1,7.0,3.4,0.0
重庆,2022-01-02,12.5,7.1,2.6,0.0
重庆,2022-01-03,10.1,7.2,3.4,0.0
重庆,2022-01-04,10.3,8.4,6.2,0.5
重庆,2022-01-05,12.6,8.0,3.1,0.0
重庆,2022-01-06,10.8,9.3,8.4,2.2
重庆,2022-01-07,9.5,8.5,7.5,2.5
重庆,2022-01-08,12.2,9.0,6.0,0.0
重庆,2022-01-09,13.6,9.2,5.1,0.0
重庆,2022-01-10,13.2,9.6,7.3,0.9
重庆,2022-01-11,14.8,9.5,5.7,0.1
重庆,2022-01-12,11.8,9.7,8.4,0.0
重庆,2022-01-13,10.9,9.1,7.7,0.6
重庆,2022-01-14,12.2,8.7,6.3,1.3
重庆,2022-01-15,12.7,9.3,7.3,0.0
重庆,2022-01-16,11.8,8.4,6.1,0.0
重庆,2022-01-17,13.8,8.5,4.5,0.0
重庆,2022-01-18,15.4,8.8,2.5,0.0
重庆,2022-01-19,16.5,9.5,3.1,0.0
重庆,2022-01-20,12.0,10.3,9.0,3.3
重庆,2022-01-21,11.7,9.5,8.2,1.8
重庆,2022-01-22,11.1,9.3,8.1,1.1
重庆,2022-01-23,10.8,9.3,6.7,1.0
重庆,2022-01-24,10.9,8.8,6.5,0.7
重庆,2022-01-25,12.3,9.1,7.3,11.0
重庆,2022-01-26,10.8,8.1,6.4,11.0
重庆,2022-01-27,10.0,8.4,7.1,1.1
重庆,2022-01-28,7.8,6.7,5.9,3.6
重庆,2022-01-29,8.5,6.5,4.3,3.6
重庆,2022-01-30,10.8,6.4,1.8,0.0
重庆,2022-01-31,10.2,7.0,4.1,0.4
重庆,2022-02-01,8.0,6.2,4.8,2.5
重庆,2022-02-02,8.8,6.0,3.8,2.6
重庆,2022-02-03,10.4,7.0,2.9,0.0
重庆,2022-02-04,11.0,7.3,3.4,0.3
重庆,2022-02-05,12.0,7.7,2.8,0.0
重庆,2022-02-06,7.9,6.1,4.1,8.4
重庆,2022-02-07,9.5,6.4,3.9,2.1
重庆,2022-02-08,7.6,6.2,5.0,1.8
重庆,2022-02-09,9.3,6.6,4.6,0.2
重庆,2022-02-10,9.9,7.4,5.8,0.0
重庆,2022-02-11,10.4,7.6,6.3,0.2
重庆,2022-02-12,12.3,8.8,6.6,0.0
重庆,2022-02-13,14.3,9.1,4.4,0.0
重庆,2022-02-14,15.7,9.3,3.3,0.0
重庆,2022-02-15,16.6,11.7,7.1,0.0
重庆,2022-02-16,13.7,11.0,9.6,0.0
重庆,2022-02-17,13.5,9.8,7.4,1.8
重庆,2022-02-18,11.9,9.1,7.0,1.0
重庆,2022-02-19,8.7,7.1,6.2,7.6
重庆,2022-02-20,8.7,6.8,5.6,2.4
重庆,2022-02-21,9.0,6.5,4.7,0.1
重庆,2022-02-22,8.7,6.3,5.0,3.0
重庆,2022-02-23,12.2,6.2,-0.7,0.0
重庆,2022-02-24,13.5,7.7,1.5,0.0
重庆,2022-02-25,13.6,8.5,3.1,0.0
重庆,2022-02-26,15.3,10.9,7.8,0.0
重庆,2022-02-27,18.0,10.5,4.2,0.0
重庆,2022-02-28,17.9,13.1,10.5,0.1
重庆,2022-03-01,16.2,12.3,9.0,0.4
重庆,2022-03-02,15.7,10.8,6.5,0.0
重庆,2022-03-03,17.5,12.3,7.4,0.0
重庆,2022-03-04,18.1,12.8,8.3,0.0
重庆,2022-03-05,19.2,13.2,7.4,0.0
重庆,2022-03-06,19.9,15.0,11.7,2.3
重庆,2022-03-07,22.7,14.5,6.7,0.0
重庆,2022-03-08,24.9,17.0,10.1,0.0
重庆,2022-03-09,25.0,19.4,13.0,0.0
重庆,2022-03-10,26.0,21.0,17.3,0.0
重庆,2022-03-11,28.7,21.1,13.3,0.0
重庆,2022-03-12,27.2,22.0,17.2,0.1
重庆,2022-03-13,29.0,22.5,16.4,0.0
重庆,2022-03-14,26.2,22.0,18.5,9.3
重庆,2022-03-15,31.1,22.8,15.8,0.0
重庆,2022-03-16,26.0,21.9,18.4,14.0
重庆,2022-03-17,25.1,20.7,17.5,1.9
重庆,2022-03-18,29.1,23.0,18.1,0.0
重庆,2022-03-19,30.7,23.8,17.6,0.2
重庆,2022-03-20,22.4,18.3,13.9,30.1
重庆,2022-03-21,15.8,14.2,13.1,6.2
重庆,2022-03-22,14.0,13.1,12.4,2.3
重庆,2022-03-23,19.0,14.6,11.4,0.2
重庆,2022-03-24,21.3,16.0,10.6,8.3
重庆,2022-03-25,18.8,16.3,14.7,0.7
重庆,2022-03-26,15.5,14.2,12.7,26.7
重庆,2022-03-27,17.4,14.0,11.6,6.3
重庆,2022-03-28,23.5,15.6,8.7,0.0
重庆,2022-03-29,23.5,18.4,14.7,0.3
重庆,2022-03-30,18.8,16.4,14.6,8.2
重庆,2022-03-31,15.5,14.1,13.1,24.9
重庆,2022-04-01,16.0,13.4,12.2,11.1
重庆,2022-04-02,18.7,14.4,11.3,0.6
重庆,2022-04-03,24.0,16.3,8.9,0.3
重庆,2022-04-04,16.9,15.2,13.3,12.5
重庆,2022-04-05,19.2,15.3,10.6,0.2
重庆,2022-04-06,19.5,15.7,11.0,0.0
重庆,2022-04-07,24.3,16.6,9.7,0.0
重庆,2022-04-08,27.9,19.9,11.9,0.0
重庆,2022-04-09,25.6,21.7,17.7,0.1
重庆,2022-04-10,28.8,21.1,13.9,0.0
重庆,2022-04-11,31.8,23.9,17.1,0.3
重庆,2022-04-12,20.8,17.4,15.3,31.9
重庆,2022-04-13,24.7,18.9,14.1,0.3
重庆,2022-04-14,20.1,18.5,16.4,27.2
重庆,2022-04-15,16.1,14.5,12.4,13.4
重庆,2022-04-16,15.1,12.7,11.3,5.3
重庆,2022-04-17,15.3,13.1,11.7,3.1
重庆,2022-04-18,19.1,15.0,10.9,0.0
重庆,2022-04-19,22.0,17.6,12.3,0.2
重庆,2022-04-20,24.6,19.2,14.3,0.0
重庆,2022-04-21,30.5,21.5,13.2,0.0
重庆,2022-04-22,27.5,22.8,18.1,5.6
重庆,2022-04-23,29.5,23.6,17.8,2.7
重庆,2022-04-24,25.1,22.4,19.1,8.3
重庆,2022-04-25,26.8,21.3,16.6,0.1
重庆,2022-04-26,27.4,22.3,18.2,3.9
重庆,2022-04-27,27.8,23.3,19.1,9.7
重庆,2022-04-28,25.2,20.8,16.6,12.7
重庆,2022-04-29,26.4,20.8,15.8,2.9
重庆,2022-04-30,20.0,18.0,15.9,17.3
重庆,2022-05-01,18.2,15.4,13.5,17.6
